node_1,node_2,edge
synthtext 150k,scene text images,SynthText 150K is a dataset consisting of synthesized scene text images.
totaltext,training images,TotalText contains training images with diverse orientations and curvatures.
ctw1500,text-line level annotation,CTW1500's annotation is at the text-line level.
icdar19 mlt,multi-lingual scene text detection,ICDAR19 MLT is a dataset for multi-lingual scene text detection.
inversetext,test set,InverseText is a test set containing text instances with curvature.
inversetext,test set,InverseText is a test set containing rotated and curved text instances.
resnet50,experiments,ResNet50 is used as the backbone for all experiments.
imagenet pretrained weights,resnet50,ResNet50 is initialized with ImageNet pretrained weights.
batch size,16,The batch size for training is set to 16.
nvidia rtx 3090 gpus,training,Training is performed using 8 NVIDIA RTX 3090 GPUs.
totaltext,ctw1500,Results on TotalText and CTW1500 are reported following a similar training strategy.
learning rate,2.5 × 10−5,The initial learning rate is 2.5 × 10−5
combined dataset,totaltext,icdar19 mlt
data augmentation,random cropping,random blur
annotation of polygon vertices,rearranged,Polygon vertex annotations are rearranged to remove reading order influence.
training set,rotating training images,The training set is expanded by rotating images with predefined angles.
proposal number,n,The chosen proposal number
bezier curves,number of sampling points s,For Bezier curves
proposal number,n,N denotes the chosen proposal number
bezier curves,sampling points,For Bezier curves
sampling points,vertices,Each polygon proposal has 16 vertices resulting from 8 sampling points.
box head,multi-stage approach,The box head uses a multi-stage approach with K layers set at 3.
polygon head,multi-stage structure,The polygon head also employs a multi-stage structure with M layers set at 3.
our approach,totaltext,Our network is evaluated on TotalText
our approach,ctw1500,Our network is also evaluated on CTW1500
method,feature extractor,Methods like DB
box2poly (ours),resnet50+fpn,Box2Poly
f-score,precision (p),F-score
network,images,The network processes images containing text instances.
gpu memory footprint,box2poly,Box2Poly reduces the GPU memory usage compared to DPText-DETR.
inference speed,box2poly,Box2Poly has a faster inference speed than DPText-DETR.
totaltext dataset,dptext-detr,Both Box2Poly and DPText-DETR are evaluated on the TotalText dataset.
data efficiency,box2poly,Box2Poly demonstrates commendable data efficiency.
ablation studies,components,Ablation studies analyze the impact of different components in Box2Poly.
totaltext dataset,实验 (experiments),Experiments are conducted with 50k iterations on the TotalText dataset.
learning rate,模型 (model),The initial learning rate is adjusted during the training process.
confidence score threshold,evaluation,A confidence score threshold of 0.3 is used for evaluation purposes.
transformation from box to polygon,experiment 1,Experiment 1 focuses on the strategy similar to DPText-DETR for polygon conversion.
experiment 1,dptext-detr,Experiment 1 compares the performance of its method with DPText-DETR.
dptext-detr,testr,DPText-DETR and TESTR are mentioned together as strategies for bounding box to polygon conversion.
box to poly method,transformation from bounding box to polygon,The Box to Poly method discussed in the text outperforms the strategy similar to DPText-DETR and TESTR.
polyalign,vertex,PolyAlign-Vertex is an implementation integrated into the proposed network.
polyalign-vertex,dptext-detr,PolyAlign-Vertex achieves comparable performance to DPText-DETR.
f-score,dptext-detr,DPText-DETR has a higher F-Score than the method described
box2poly,testr-polygon,Box2Poly surpasses TESTR-Polygon by 1.7% and 1.2% on TotalText and CTW1500 datasets.
totaltext,ctw1500,Both TotalText and CTW1500 are datasets used for evaluating the performance of text instance detection methods.
box2poly,testr-polygon,Box2Poly outperforms TESTR-Polygon by 1.7% and 1.2% on benchmarks.
swin-textspotter,our detection performance,Compared to Swin-TextSpotter
totaltext,ctw1500,Both TotalText and CTW1500 are benchmark datasets for evaluation.
dptext-detr,box2poly,Box2Poly surpasses DPText-DETR in F-score with and without pretraining.
inversetext,text rotation,InverseText is used to showcase the robustness against text rotation and arbitrary curvature.
pretraining,box2poly,Pretraining improves Box2Poly's performance by 1.6% on F-score.
polyalign,sampling,PolyAlign and Sampling are techniques integrated in the ablation studies.
f-score,annotation,F-score is used to measure performance
dptext-detr,box2poly,Both are mentioned as methods for text detection
dptext-detr†,box2poly†,These denote the versions without pretraining.
inversetext dataset,evaluation,The InverseText dataset is used for evaluating the performance of different methods.
roi align,he et al. (2017),RoI Align is a technique referenced from a work by He et al. in 2017.
polyalign-grid,roi feature extraction,PolyAlign-Grid aligns its feature extraction process with the center of sampling grids
bezieralign,abcnet,BezierAlign is a component of ABCNet
polyalign-vertex,best performance,PolyAlign-Vertex achieves the highest performance among the mentioned methods.
vertex regression,dptext-detr,DPText-DETR's superior performance is attributed to its use of vertex coordinates for deformable cross-attention.
orientation-equivalent annotation,50k training iterations,Orientation-Equivalent Annotation is discussed in the context of results after a certain number of training iterations.
orientation-equivalent annotation,network,OEA does not improve performance for the network but improves convergence behavior.
oea,learning,OEA mitigates the disruption in learning caused by orientation discrepancy.
polygon iou loss,bounding box object detection,Polygon IoU Loss is an indispensable technique in bounding box object detection.
intersection over union (iou) loss,polygon prediction,IoU loss is devised to aid the task of polygon prediction.
polygon,quadrilaterals,Polygons are decomposed into a set of quadrilaterals for differentiable calculation of IoU loss.
iou loss,bounding box,IoU loss is compared to bounding box in terms of redundancy when vertex-level L1 loss is considered.
polygon iou loss,performance drop,Polygon IoU loss does not improve performance and can lead to a decline in performance.
iterative polygon regression,text detection,Iterative polygon regression is a novel approach presented for text detection.
learnable bounding box,polygon regression task,The method modifies a learnable bounding box for polygon regression.
transformative process,box to polygon representation,A transformative process enables a seamless transition from box to polygon representation.
polygon roi features,polygon coordinates refinement,Polygon coordinates are iteratively refined using polygon RoI features.
our network,memory efficiency,The network demonstrates remarkable memory efficiency in detecting text.
our approach,state-of-the-art (sota),Despite a slight reduction in performance
small texts,challenges,Our detector may face challenges in scenarios with small texts dominating the scene.
reliable proposal generator,addressing high recall,Incorporating a reliable proposal generator could help address the issue of high recall for small texts.
high recall,reliable proposal generator,A reliable proposal generator is suggested to address the need for high recall in a system.
memory occupation,augmentation,The augmentation
number of box and polygon regression layers,reduction,To counterbalance the memory increase
