node_1,node_2,edge
model 2,heterogeneous covariance matrices,Model 2 offers more flexibility with heterogeneous covariance matrices.
minimax rates,clustering under anisotropic gmms,Obtaining minimax lower bounds for clustering under anisotropic GMMs is important.
signal-to-noise ratio,model 1,"The signal-to-noise ratio under Model 1 is equal to mina,b∈[k]:a̸=b ∥(θ∗"
signal-to-noise ratio,model 2,The signal-to-noise ratio for Model 2 is more intricate and will be introduced in Section 3.
signal-to-noise ratio,covariance matrices,"Our results precisely capture the role that covariance matrices play in is mina̸=b ∥θ∗ the clustering problem. This shows that covariance matrices impact the fundamental limits of the clustering problem through complex interactions with the centers, especially in Model 2."
covariance matrices,linear discriminant analysis (lda),We obtain the minimax lower bounds by drawing connections with Linear Discriminant Analysis (LDA) [6] and Quadratic Discriminant Analysis (QDA).
anisotropic gmm,lloyd’s algorithm,"We give a computationally feasible procedure and rate-optimal algorithm for the anisotropic GMM. Lloyd’s algorithm, developed for the isotropic case, is no longer optimal as it only considers distances among centers [3]."
lloyd’s algorithm,e-step,"Here, we modify the E-step of the soft EM by implementing"
em algorithm,iterative algorithm,Both terms refer to algorithms used in optimization. The EM algorithm is a type of iterative algorithm that includes a maximization step and achieves the minimax lower bound within log n iterations.
maximization step,data points,The maximization step involves directly assigning data points to clusters instead of calculating probabilities.
algorithm,spectral clustering,The algorithm can be initialized using popular methods like spectral clustering.
algorithm,lloyd's algorithm,The algorithm can be initialized using popular methods like Lloyd's algorithm.
optimization,algorithm,Optimization involves using algorithms like EM algorithm for various tasks.
model 1,covariance matrices,"In Section 2, Model 1 discusses cases where the covariance matrices are unknown but homogeneous."
model 2,covariance matrices,"In Section 3, Model 2 considers cases where covariance matrices are unknown and heterogeneous."
clustering,lower bound,"For both Model 1 and Model 2, the minimax lower bound is established for the clustering task."
algorithm,numerical comparison,"In Section 4, a numerical comparison is provided with other popular methods, including the algorithm discussed earlier."
matrix,eigenvalue,A matrix X ∈ Rd×d is denoted as lambda1(X) for its smallest eigenvalue and lambda_d(X) for its largest eigenvalue.
matrix,operator norm,"The operator norm of a matrix X, denoted as ∥X∥, is mentioned."
vector,inner product,"For two vectors u, v of the same dimension, their inner product is denoted as ⟨u, v⟩ = uT v."
matrix,identity matrix,"For any positive integer d, Id is mentioned as the d × d identity matrix."
distribution,mean,"The normal distribution N(µ, Σ) is denoted with mean µ mentioned."
distribution,covariance matrix,"The normal distribution N(µ, Σ) is denoted with covariance matrix Σ mentioned."
sequence,order of growth,"For two positive sequences {an} and {bn}, relationships like an ⪯ bn and an = O(bn) are mentioned."
custer assignment,unknown covariance matrices,"In the GMM model discussed, cluster assignment is mentioned along with unknown but homogeneous covariance matrices."
linear transformation,σ∗,"Linear transformation (Σ∗)− 1 is mentioned in the context, indicating a direct relation between the two terms."
linear transformation,unknown,"The unknown nature of Σ∗ makes clustering under this model more challenging than under isotropic GMMs, hinting at a relationship between linear transformation and the unknown nature."
signal-to-noise ratio,σ∗,"The signal-to-noise ratio is defined in relation to the covariance matrix Σ∗, indicating a direct link between the two terms."
signal-to-noise ratio,minimum distance among the centers,"SNR is closely related to the minimum distance among the centers, as both are of the same order when certain assumptions are made about the covariance matrix Σ∗, suggesting a connection between the two concepts."
snr,loss function,"SNR is mentioned in relation to the signal-to-noise ratio for Model 1, showing a connection between SNR and the loss function."
ψ,bijection,The concept Ψ is defined as a bijection from [k] to [k].
permutations,identifiability issues,Permutations of [k] are considered to address the identifiability issues of the labels.
loss function,misclustering error rate,The loss function in the context is associated with the misclustering error rate.
"ℓ(z, z∗)",clustering performance,"The concept ℓ(z, z∗) is defined as measuring the clustering performance of z."
"h(z, z∗)","ℓ(z, z∗)","h(z, z∗) is related to ℓ(z, z∗) in the context as h(z, z∗) ≤ ℓ(z, z∗)/(n∆2)."
"h(z, z∗)",more information,"h(z, z∗) is stated to provide more information than ℓ(z, z∗) in the context."
minimax lower bound,clustering problem,The Minimax Lower Bound is established for the clustering problem under Model 1.
theorem 2.1,snr,Theorem 2.1 states the conditions under which SNR affects the clustering performance.
cluster numbers,consistent clustering,The cluster numbers k growing with n is necessary for consistent clustering according to the context.
theorem 2.1,lda,"Theorem 2.1 is closely related to the LDA. If there are only two clusters with known centers and a covariance matrix, then estimating each z∗ j becomes exactly the task of the LDA."
theorem 2.1,lemma a.1,"In fact, this approach is also how Theorem 2.1 is proved: We first reduce the estimation problem of z∗ to two-point hypothesis testing for each individual z∗ j. The error of these tests is analyzed in Lemma A.1."
lemma a.1,snr,"With the help of Lemma A.1, we have a geometric interpretation of SNR."
normal distributions,isotropic,"The two normal distributions become isotropic: N(0, Id) and N((Σ∗)−1, Id)"
centers,distance,"The distance between the two centers is ∥(Σ∗)− 1, 1)∥, and the distance from a center to the black curve is half of that."
center,probability,"The probability that N(0, Id) falls within the grayed area equals exp(−(1 + o(1))∥(Σ∗)− 1, 1)∥2/8."
clustering problem,geometry of the covariance matrix,Taking into account the geometry of the covariance matrix is important for the clustering problem.
clusters,snr,SNR can be interpreted as the minimum effective distance among the centers {θ∗a}a∈[k] considering the anisotropic structure of Σ∗.
centers,effective distance,"∥(Σ∗)− 1, Σ∗) is the effective distance between the two centers of N(θ∗2 − θ∗2 − θ∗2"
centers,clustering problem,Effective distance between the two centers is important in understanding the clustering problem.
procedure for clustering,rate-optimal,A rate-optimal procedure for clustering under Model 1 is summarized in Algorithm 1.
lloyd’s algorithm,isotropic gmms,Lloyd’s algorithm is designed for isotropic GMMs and does not incorporate the covariance matrix update like the outlined algorithm.
lloyd's algorithm,adjusted lloyd's algorithm,"The classic form of the algorithm is referred to as the vanilla Lloyd's algorithm, while the modified version accommodating unknown and anisotropic covariance matrix is known as the adjusted Lloyd's algorithm."
hard em algorithm,algorithm 1,Algorithm 1 can be interpreted as a hard EM algorithm with updates on the parameters and z∗ differing from traditional EM by performing maximization instead of computing a conditional expectation.
model 1,expectation maximization (em),"When applying EM to Model 1, the estimates for parameters {θ∗} and z∗ are updated in the M step, similar to EM's M step, but the update of z∗ in Algorithm 1 differs by performing maximization in (9)."
algorithm 1,m step,"Algorithm 1 is characterized as a hard EM algorithm with solely M steps for both parameters and z∗, distinguishing it from the typical EM algorithm."
model 1,algorithm 1,"Algorithm 1's adjustments and updates align with Model 1, as the algorithm effectively consists of M steps for both parameters and z∗."
lloyd's algorithm,algorithm 1,"Algorithm 1 is an adjusted version of Lloyd's algorithm, incorporating unknown and anisotropic covariance matrix into its calculations."
algorithm 1,theorem 2.2,"Theorem 2.2 provides a computational and statistical guarantee of Algorithm 1, showing that starting from a decent initialization, within log n iterations, Algorithm 1 achieves a specific error rate that matches a minimax lower bound."
algorithm 1,{θ∗a},"Algorithm 1 is fully adaptive to the unknown {θ∗a}a∈[k], meaning it can adjust to different values of θ∗."
algorithm 1,σ∗,"Algorithm 1 is also fully adaptive to Σ∗, making it flexible in handling different covariance matrix values."
{θ∗a},σ∗,Both {θ∗a} and Σ∗ are important components in the context of the algorithm operation.
minimax lower bound,theorem 2.1,The minimax lower bound is presented in Theorem 2.1.
σ∗,covariance matrix,The assumption on Σ∗ ensures that the covariance matrix is well-conditioned.
dimensionality d,o(n),"The dimensionality d is assumed to be O(n), which is a stronger assumption than in [15, 8, 14], where d = O(n) is sufficient."
covariance matrix σ∗,estimation error ∥σ(t) − σ∗∥,Our work requires estimating the covariance matrix Σ∗ and controlling the estimation error ∥Σ(t) − Σ∗∥.
theorem 2.2,decent initialization z(0),Theorem 2.2 needs a decent initialization z(0) in the sense that it is sufficiently close to the ground truth.
z(0),ground truth z∗,"The initialization z(0) needs to be sufficiently close to the ground truth z∗ such that ℓ(z(0), z∗) = o(n)."
lloyd’s algorithm,isotropic gmms,"The vanilla Lloyd’s algorithm's performance is studied in [15, 8], though they are for isotropic GMMs."
sub-gaussian mixture models,isotropic gmms,The results for isotropic GMMs can be extended to sub-Gaussian mixture models with nearly identical proof.
ϵj,sub-gaussian random variables,ϵj are sub-Gaussian random variables with proxy variance λd(Σ∗).
[8],vanilla lloyd’s algorithm output ˆz,"According to [8], the vanilla Lloyd’s algorithm output ˆz satisfies ℓ(ˆz, z∗) ≤ the assumption..."
∆2,k2(kd/n + 1)λd(σ∗),"The assumption that ∆2/(k2(kd/n + 1)λd(Σ∗)) → ∞ implies ℓ(ˆz, z∗) = o(n) with high probability."
gmm,algorithm,GMM can be used as an initialization for the algorithm
gmm,covariance matrices,GMM deals with unknown and heterogeneous covariance matrices
model 2,model 1,Model 2 is discussed as distinct from Model 1
model 2,covariance matrices,Model 2 involves distinct covariance matrices for each cluster
signal-to-noise ratio,model 2,Signal-to-noise ratio in Model 2 is defined separately from Model 1
signal-to-noise ratio,qda,The form of SNR is closely connected to the testing error of QDA
snr′,interpretation,"SNR′ has an interpretation, particularly from a geometric perspective"
snr′,model 2,SNR′ effectively reduces to Model 1 under certain conditions
snr′,model 1,SNR′ effectively reduces to Model 1 under certain conditions
snr′,centers,SNR′ is determined by both the centers
snr′,covariance matrices,SNR′ is determined by both the covariance matrices
theorem 3.1,lemma 3.1,Theorem 3.1 establishes the minimax lower bound for the clustering problem under Model 2 as mentioned in Lemma 3.1
theorem 3.1,theorem 2.1,The minimax lower bounds differ due to the varying dependencies of the centers and covariance matrices on SNR′ versus SNR
theorem 3.1,qda,The minimax lower bound established in Theorem 3.1 closely relates to the QDA between two normal distributions
theorem 3.1,qda,Theorem 3.1 closely relates to the QDA between two normal distributions with different means and different covariance matrices.
lemma 3.1,qda,Lemma 3.1 (Testing Error for the QDA) provides a detailed understanding of testing error for the QDA.
h0,x,H0 represents the hypothesis where X follows a normal distribution with a specific mean and covariance. The relationship between H0 and X is crucial for the context.
h1,x,H1 represents the alternative hypothesis where X follows a different normal distribution with another mean and covariance. Understanding the relationship between H1 and X is necessary for the context.
ph0,ph1,PH0 and PH1 represent probabilities related to the hypotheses H0 and H1 respectively. The comparison between PH0 and PH1 is essential in the context.
d,o(1),d is assumed to be O(1) in the context. The relationship between d and O(1) is discussed.
σ∗1,σ∗2,Σ∗1 and Σ∗2 are different covariance matrices for the normal distributions discussed in the context. A comparison or relationship between Σ∗1 and Σ∗2 is crucial.
snr′,lemma 3.1,Lemma 3.1 provides a geometric interpretation of SNR′. The relationship between SNR′ and Lemma 3.1 is elaborated in the context.
distribution,testing procedure,"The distribution N (0, Id) and N (Σ∗2) lead to the optimal testing procedure ϕ in the right panel of Figure 2."
distribution,boundaries,"The distribution N (0, Id) results in the boundary represented by B1,2 in the right panel of Figure 2."
ph0,probability,"PH0(ϕ = 1) is equal to the probability P(N (0, Id) ∈ B1,2), under the assumption d = O(1) and b = O(1)."
algorithm,procedure,"Algorithm 2 provides a computationally feasible and rate-optimal procedure for clustering under Model 2, different from Algorithm 1."
em algorithm,covariance matrices,"Algorithm 2 can be interpreted as a hard EM algorithm under Model 2, accommodating unknown and heterogeneous covariance matrices."
centers,update the centers,There is a relationship between the term 'centers' and the action 'Update the centers' as mentioned in the context chunk.
centers,update the cluster assignment vector,The term 'centers' is also related to the action 'Update the cluster assignment vector' based on the context chunk provided.
covariance matrices,update the covariance matrices,The term 'covariance matrices' is connected to the action 'Update the covariance matrices' in the context.
cluster assignment vector,update the cluster assignment vector,There is a relation between the 'cluster assignment vector' and the action 'Update the cluster assignment vector' in the context chunk.
algorithm 2,theorem 3.2,The specific algorithm 'Algorithm 2' is associated with 'Theorem 3.2' based on the computational and statistical guarantee provided.
lloyd’s algorithm,algorithm 2,Lloyd’s algorithm can be used as the initialization for Algorithm 2.
model 2,sub-gaussian mixture model,Model 2 is also a sub-Gaussian mixture model.
lloyd’s algorithm,method,"Compared to the vanilla Lloyd’s algorithm, our method introduces additional computational overhead."
algorithm 2,lloyd’s algorithm,time complexity analysis of Algorithm 2. Compared to the vanilla Lloyd’s algorithm.
algorithm 2,lloyd’s algorithm,"time complexity of Algorithm 2 is O(nkd3T ). In contrast, the vanilla Lloyd’s algorithm has a lower time complexity of O(nkdT )."
matrix operations,d dimensions,"increase in complexity stems from matrix operations in d dimensions, as both matrix inversion and determinant computation scale as O(d3)."
methods,popular clustering methods,compare the performance of our methods with other popular clustering methods on synthetic and real datasets under different settings.
model 1,gmm,"simulation is designed for the GMM with unknown but homogeneous covariance matrices (i.e., Model 1)."
clusters,samples,"Each cluster in the context has 40 samples associated with it, representing a one-to-many relationship."
σ∗,u,The equation Σ∗ = U^T ΛU shows a relationship where Σ∗ is derived from U through matrix transformations.
{θ∗},orthogonal,"The centers {θ∗} are mentioned to be orthogonal to each other, implying a relationship of orthogonality among them."
clustering methods,spectral clustering method,The comparison of different clustering methods includes the spectral clustering method as one of them.
algorithm 1,spectral clustering,"Algorithm 1 is mentioned to be initialized by the spectral clustering method, indicating a relationship between the two."
algorithm 1,vanilla lloyd,"Algorithm 1 is also initialized by the vanilla Lloyd's algorithm, indicating a relationship between the two."
gmm,model 2,GMM with unknown and heterogeneous covariance matrices is related to the concept of Model 2 in the context.
cluster sizes,cluster,The setting of cluster sizes to be 900 and 300 respectively implies a relationship between the sizes and the clusters.
snr′,θ∗2,"The calculation of SNR′ is simplified by setting θ∗2 = 5e1, indicating a relationship between the two."
algorithm 1,algorithm 2,Both Algorithm 1 and Algorithm 2 outperform spectral clustering and vanilla Lloyd’s algorithm significantly.
algorithm 1,spectral clustering,Algorithm 1 outperforms spectral clustering.
algorithm 1,vanilla lloyd’s algorithm,Algorithm 1 outperforms vanilla Lloyd’s algorithm.
algorithm 2,spectral clustering,Algorithm 2 outperforms spectral clustering.
algorithm 2,vanilla lloyd’s algorithm,Algorithm 2 outperforms vanilla Lloyd’s algorithm.
algorithm 1,optimal exponents,Algorithm 1 meets the optimal exponents after three iterations.
algorithm 2,optimal exponents,Algorithm 2 meets the optimal exponents after three iterations.
algorithm 1,rate-optimal,Algorithm 1 is rate-optimal.
algorithm 2,rate-optimal,Algorithm 2 is rate-optimal.
fashion-mnist dataset,experiments,Experiments are conducted using the Fashion-MNIST dataset.
fashion-mnist dataset,demonstrate effectiveness,The Fashion-MNIST dataset is used to demonstrate the effectiveness of the methods.
fashion-mnist dataset,images,"Fashion-MNIST dataset consists of 12,000 grayscale images."
images,t-shirt/top class,Images are from the T-shirt/top class.
images,trouser class,Images are from the Trouser class.
images,dimensionality reduction,PCA is applied to reduce dimensionality from 784 to 50.
pca,dimensionality reduction,PCA is applied to reduce dimensionality from 784 to 50 by retaining the top 50 principal components
algorithm 2,misclustering error,Algorithm 2 achieves a misclustering error of 5.71%
algorithm 2,lloyd’s algorithm,Algorithm 2 outperforms the vanilla Lloyd’s algorithm with an error of 8.24% against 5.71%
ankle boot class,additional class,"Ankle boot class is incorporated as an additional class increasing the total to 18,000 images across three classes"
algorithm 2,error rate,Algorithm 2 achieves an error rate of 3.97% lower than the 5.64% error rate observed with the vanilla Lloyd’s algorithm
fashion-mnist dataset,visualization,Visualization of the Fashion-MNIST dataset using the first two principal components
data points,class membership,"Data points are color-coded to indicate class membership: Red-T-shirt/top, Green-Trouser, Blue-Ankle boot"
clustering methods,gmms,The paper focuses on clustering methods and theory for GMMs with anisotropic covariance structures
lloyd’s algorithm,adjusted algorithm,The paper presents an adjusted Lloyd’s algorithm tailored for varying covariance structures
results,limitations,The results have some limitations that are worth addressing in future work.
results,high-dimensional settings,"Current results are restricted to dimensions d growing at a rate slower than n, specifically d = O(n) as stated in Theorem 2.2."
results,ill-conditioned covariance structures,"Our analysis relies on the assumption of well-conditioned covariance matrices, which is crucial for the current analytical framework."
limitations,high-dimensional settings,Section 3 further requires a stronger assumption d = O(1). These constraints stem from technical challenges in estimating covariance matrices accurately and in controlling matrix determinant.
limitations,ill-conditioned covariance structures,Our analysis relies on the assumption of well-conditioned covariance matrices.
high-dimensional settings,ill-conditioned covariance structures,"Our analysis relies on the assumption of well-conditioned covariance matrices, which is crucial for the current analytical framework."
complexities,technique used in [16],"This suggests that our model might also exhibit similar complexities, warranting further exploration into the technique used in [16] for potential extensions."
covariance matrices,matrix determinant,The constraints stem from technical challenges in estimating covariance matrices accurately and in controlling matrix determinant.
covariance matrices,ill-conditioned,Handling ill-conditioned or degenerate covariance matrices remains challenging.
matrices,working,"Matrices, such as covariance matrices, pose challenges in working with matrix inverses due to their complexity."
matrices,clustering,Minimax lower bounds suggest that clustering is still possible even when the covariance matrix is degenerate.
matrices,algorithms,"Degenerate covariance matrices pose computational challenges for current algorithms, indicating the need for developing new algorithms."
algorithms,function,There is a highlighted need for developing new algorithms that can function effectively under less restrictive conditions.
