node_1,node_2,edge
urur dataset,uhr images,"The URUR dataset contains UHR images with size, captured from 63 cities, and manually annotated with varying classes."
uhr images,pixel-level categories,The UHR images in the dataset are exhaustively manually annotated with fine-grained pixel-level categories.
uhr images,"building, farmland, greenhouse, woodland, bareland, water, road, others","The UHR images in the dataset are annotated with classes including 'building', 'farmland', 'greenhouse', 'woodland', 'bareland', 'water', 'road', and 'others'."
dataset,privacy measures,The dataset construction processes include detailed measures to protect privacy.
urur dataset,"training, validation, testing set","The URUR dataset includes training, validation, and testing sets with a specific distribution of UHR images."
dataset,"images, annotations",The number of images and annotations in the dataset is continuously growing.
dataset,"data collection, pre-processing",The dataset is collected from high-quality satellite image sources and pre-processed for public use.
"data collection, pre-processing","cities, scenes",Data is collected from 63 cities and 20 scenes are manually selected from each city based on specific standards.
"scenes with diverse types of categories, instances, times and weather",high diversity,"Scenes that have diverse types of categories, instances, times, and weather are considered to have high diversity in our task."
no information in the scenario should reveal anything about privacy,privacy protection,"In the scenario, information that could reveal privacy such as person or store name should be protected to ensure privacy protection."
the dataset,"high variation in camera viewpoint, illumination and scenario type","The dataset exhibits high variation in camera viewpoint, illumination, and scenario type to enhance diversity and richness."
multiple granular perspectives,dataset,Multiple granular perspectives are set and collected for each scenario to enhance the diversity and richness of the dataset.
efficient annotation,uhr images,Annotating UHR images is more challenging compared to natural images due to the quadratic growth of objects with image resolution increase.
existing uhr datasets,coarse-grained annotations or annotate only one major category,Existing UHR datasets typically utilize coarse-grained annotations or only annotate one major category due to the challenge of annotating UHR images.
urur dataset,fine-grained annotations for whole categories,The URUR dataset aims to adopt more fine-grained annotations for all categories in contrast to existing UHR datasets.
"uhr datasets like deepglobe, inria aerial and urur",more objects and instances than natural ones like pascal voc and coco,"UHR datasets such as DeepGlobe, Inria Aerial, and URUR contain more objects and instances compared to natural datasets like Pascal VOC and COCO."
pascal voc,coco,"These are datasets that contain more objects and instances, with objects being smaller in scale. They are related because they represent datasets used for object detection."
pascal voc,urur,"Pascal VOC is contrasted with URUR, pointing out that URUR contains more objects and richer context than other UHR datasets."
coco,urur,"COCO is contrasted with URUR, indicating that URUR contains more objects and richer context than other UHR datasets."
urur datasets,objects,"URUR datasets contain more objects and richer context, making the annotation process challenging due to the spatial mixture of objects."
uhr datasets,fine-grained uhr images,Annotation of fine-grained UHR images is a time-consuming process due to the excessively ultra-high image resolution and chain problems caused by the ultra-rich image context among objects with drastically changing scales.
uhr image,size,"Each original UHR image with a size of 5,120×5,120 is cropped into multiple patches with a size of 1,000×1,000 for efficient and accurate annotation."
uhr image,annotate,"Annotators annotate the image patches separately, and the results are merged to get the final annotations relative to the original UHR images, ensuring efficiency and accuracy."
image patches,annotators,Annotators annotate image patches separately to facilitate the annotation process and improve the accuracy of the results.
neighboring patches,overlap region,"Neighboring patches have a 120×1,000 pixels overlap region to guarantee consistency of annotation results and avoid boundary vanishing during cropping."
annotation results,accuracy,The process of merging annotation results ensures accuracy in the final annotations relative to the original UHR images.
isd-net model,early manually annotated images,The ISD-Net model is trained with the early manually annotated images to generate segmentation masks on the rest of the images.
annotators,masks,Annotators adjust the masks with the help of annotation tools developed by us.
urur dataset,deepglobe dataset,"URUR dataset is far superior to DeepGlobe dataset in terms of both quantity, annotation quality, context richness, and scene complexity."
urur dataset,inria aerial dataset,"URUR dataset is far superior to Inria Aerial dataset in terms of both quantity, annotation quality, context richness, and scene complexity."
urur dataset,isic dataset,"URUR dataset is far superior to ISIC dataset in terms of both quantity, annotation quality, context richness, and scene complexity."
urur dataset,deepglobe,URUR dataset outperforms DeepGlobe in terms of image number and resolution. DeepGlobe contains 803 images with lower resolution compared to URUR dataset.
urur dataset,isic,URUR dataset has a larger image number compared to ISIC. ISIC dataset focuses on lesion segmentation with only one category of lesion area being roughly annotated.
urur dataset,uhr medias,URUR dataset has a higher resolution compared to UHR medias. The resolution of DeepGlobe does not reach the minimum threshold of UHR medias.
deepglobe,isic,DeepGlobe and ISIC have different focuses in their datasets. DeepGlobe focuses on image annotation while ISIC focuses on lesion segmentation.
udd,uavid,"UDD and UAVid datasets utilize coarse image annotation. Direct annotations of cars, persons, and trees are done in UDD and UAVid datasets."
inria aerial,erm-paim,"Inria Aerial and ERM-PAIM datasets adopt a fine-grained annotation approach but only annotate one category each - buildings and roads, respectively."
urur,"78,852 million pixels","URUR totally annotates 78,852 million pixels with 100% annotation density, showcasing the comprehensive nature of its annotations compared to other datasets."
urur,8 categories,"URUR annotates 78,852 million pixels with 100% annotation density on 8 categories, indicating the variety of annotated categories in the dataset."
urur,"2,058 thousand instances","URUR has a total number of annotated instances up to 2,058 thousand, demonstrating the richness of instances in the dataset."
deepglobe,low average category per image/region,"Although DeepGlobe contains multiple categories, its average category per image/region is very low due to coarse annotations and relative-simple scenes."
udd6,low average category per image/region,"Similarly, UDD6 has a low average category per image/region due to coarse annotations and relative-simple scenes."
uavid,low average category per image/region,UAVid also exhibits low average category per image/region because of coarse annotations and relative-simple scenes.
urur,high-density categories and instances,"URUR consists of high-density categories and instances in each image, indicating the dense annotations in the dataset."
scene context richness,overall scene complexity,"A quantitative measure metric named Scene Context Richness is designed to compare the overall scene complexity in datasets, reflecting the richness and complexity of the scenes."
region,category c,Region is the area defined for a specific category c.
region,object instances,Regions with more object instances tend to have richer context and higher scene complexity.
region,diverse categories,Regions with diverse categories contribute to richer context and higher scene complexity.
region,r,"Some regions are randomly selected for all datasets for calculating R, where URUR has the highest scene complexity."
category c,probability,pc is the average probability of category c per region.
category c,dataset,The dataset contains more object instances and diverse categories for category c.
dataset,object instances,More object instances result in a richer context and higher scene complexity of the dataset.
dataset,diverse categories,Diverse categories in the dataset contribute to a richer context and higher scene complexity.
dataset,scene complexity,Higher scene complexity is observed when a dataset contains more object instances and diverse categories.
dataset,temperature parameter q,q is the temperature parameter that adjusts the weight of instance number in the dataset.
urur,scene complexity,URUR has the highest scene complexity with R = 0.883 and an ultra-rich context.
privacy protection statement,dataset,The dataset is used for academic purposes and precautions are taken to avoid privacy issues.
privacy protection statement,an-notators,Annotators filter and discard potentially sensitive information in the dataset.
wsdnet,uhr segmentation,"WSDNet is proposed for UHR segmentation, consisting of a deep branch D and a shallow branch S."
wsdnet,input image,Two branches in WSDNet process input images differently for UHR segmentation.
discrete wavelet transform,deep network,The input image is down-sampled with two-level Discrete Wavelet Transform (DWT) and then fed into the deep network to harvest high-level category-wise context.
invert discrete wavelet transform,discrete wavelet transform,The output with 8 with two-level Invert Discrete Wavelet Transform (IWT).
shallow branch s,deep branch d,WSDNet consists of a deep branch D and a shallow branch S.
shallow branch s,original image,S contains fewer layers without any down-sampling or cropping operations on input UHR image to harvest all spatial details while preserving high inference speed.
rgb image,high-frequency residuals,The original input RGB image I is replaced with high-frequency residuals
high-frequency residuals,gi(i),High-frequency residuals {H}ni=0:Hi = gi(I) − U (gi+1(I))
gi(i),u (gi+1(i)),High-frequency residuals {H}ni=0:Hi = gi(I) − U (gi+1(I))
original outputs,two feature maps 16 feature map,The original outputs are two feature maps - 16 feature map
two feature maps 16 feature map,8 feature map for final output,The original outputs are two feature maps - 16 feature map - 8 feature map for final output
d,deep network,D is a deep network responsible for learning category-wise context
d,input 1 4 down-sampled uhr image,"D is a deep network responsible for learning category-wise context, and input the 1 4 down-sampled UHR image for faster inference speed and lower memory occupation"
isdnet,invertible downsampling operation,"Instead of naive down-sampling in ISDNet, we are intended to exploit an invertible downsampling operation"
isdnet,wavelet transform (dwt),"Instead of naive down-sampling in ISDNet, we are intended to exploit an invertible downsampling operation to preserve the original image details with less information loss, and wavelet transform (DWT) is considered"
wavelet transform (dwt),discrete wavelet transform (dwt),"Particularly, Discrete Wavelet Transform (DWT) enables invertible down-sampling by transforming input image I into four discrete wavelet subbands I1, I2, I3, I4 with four filters (fLL, fLH , fHL, fHH)"
frequency information,basic object structure,frequency information is used to describe the basic object structure at a coarse-grained level
"i2, i3, i4",high-frequency information,"I2, I3, I4 include high-frequency information that retains object texture details at a fine-grained level"
"i2, i3, i4",object texture details,"I2, I3, I4 retain object texture details at a fine-grained level"
i,inverse discrete wavelet transform (iwt),I can be reconstructed by the Inverse Discrete Wavelet Transform (IWT)
dwt,i,DWT is integrated into the Inverse Discrete Wavelet Transform (IWT) paradigm
dwt,cnn,DWT is integrated into the CNN block
"subband images i1, i2, i3, i4",decomposition results,"subband images I1, I2, I3, I4 are further processed with DWT to produce the decomposition results"
higher levels dwt,d,results of higher levels DWT can be integrated into D
fused,special fusion module,"The context mentions that no extra special fusion module is required for fusion, implying that 'fused' is related to 'special fusion module' by the absence of it."
module,raf module,"Reference is made to the heavy RAF module in ISDNet, indicating that 'module' is related to 'RAF module' as a comparison point."
inference,memory cost,"The context implies that accelerating the inference decreases the memory cost, establishing a relationship between 'inference' and 'memory cost' in terms of optimization."
wavelet smooth loss,super-resolution head,Introduces the concept of Wavelet Smooth Loss and its relation to the addition of a super-resolution head to weaken the effect of low-resolution input.
reconstruction,wavelet smooth loss,"Proposes the use of Wavelet Smooth Loss for optimizing the reconstruction process, showing a direct relationship between 'reconstruction' and 'Wavelet Smooth Loss'."
high-frequency sub-bands,l1 regularization,"Specifies the use of L1 regularization to constrain high-frequency sub-bands in the context of texture distribution and over-fitting, linking 'high-frequency sub-bands' to 'L1 regularization'."
output,input,"Emphasizes the alignment of texture distribution between the output and input, implying a relationship between 'output' and 'input' in the context of reconstruction."
low-frequency sub-bands,l2 regularization,"Utilizes L2 regularization to emphasize spatial structured details for low-frequency sub-bands, connecting 'low-frequency sub-bands' with 'L2 regularization'."
wsl,l2 regularization,"WSL consists of the above two parts, with L2 regularization used to make the spatial structured details of the output fit the input as closely as possible."
wsl,d,WSL has an overall loss (L) which includes both the final segmentation results and the auxiliary segmentation head after D.
d,reconstruction head,The reconstruction head and segmentation head in D are used during training but removed in the inference stage.
d,segmentation head,The segmentation head in D is used for training but will be removed in the inference stage.
deepglobe dataset,uhr images,"The DeepGlobe dataset consists of 803 UHR images for training, validation, and testing."
ages,images,"Images are described by the context in terms of their size, pixel dimensions, and classes of landscape regions."
images,classes,"Images are associated with seven classes of landscape regions, one of which is 'unknown' and not considered in evaluation."
unknown,evaluation,The class 'unknown' is mentioned to not be considered in evaluation.
inria aerial,uhr images,"Inria Aerial is referenced for having 180 UHR images, used for training, validation, and testing."
images,urban landscapes,"Images cover diverse urban landscapes, from dense metropolitan districts to alpine resorts."
deepglobe,city,DeepGlobe dataset splits the training/test sets by city.
datasets,evaluation,"Datasets are split into training, validation, and testing sets, following a specific protocol."
evaluation metrics,"miou, f1 score, accuracy, frames-per-second","Various evaluation metrics like Intersection-over-Union, F1 score, Accuracy, and Frames-per-second are used to study effectiveness and inference speed."
implementation details,mmsegmentation toolbox,mmsegmentation toolbox is adopted as a codebase for implementation details.
segmentation networks,"deeplabv3+, resnet18, stdc","DeepLabV3+, ResNet18, and STDC are mentioned as segmentation networks used in implementations."
training settings,parameters,Specific training settings like SGD with momentum 0.9 for all parameters are set for fairness comparison.
training settings,sgd,SGD with momentum 0.9 for all parameters are used in the training settings.
training settings,initial learning rate,The initial learning rate is configured as 10^-3 in the training settings.
training settings,batch size,Batch size is 8 in the training settings.
training settings,maximum iteration number,"The maximum iteration number is set to 40K, 80K, and 160K in the training settings on different datasets."
training settings,equation 5,"Equation 5 has parameters λ1 = 1, λ2 = 0.8, λ3 = 0.1, and L = 3 as defined in the training settings."
command line tool,gpustat,The command line tool 'gpustat' is used to measure GPU memory.
memory,frames-per-second(fps),Memory and Frames-per-second(FPS) are measured on a RTX 2080Ti GPU with a batch size of 1.
deepglobe,uhr dataset,"DeepGlobe, although not strictly an UHR dataset, is used as a reference to validate the effectiveness of WSDNet."
wsdnet,generic and uhr segmentation methods,WSDNet is compared with representative generic and UHR segmentation methods.
wsdnet,glnet,"WSDNet achieves an excellent balance between mIoU, F1, accuracy, memory, and FPS compared to GLNet."
wsdnet,fctl,"WSDNet achieves an excellent balance between mIoU, F1, accuracy, memory, and FPS compared to FCtL."
wsdnet,isdnet,"WSDNet achieves an excellent balance between mIoU, F1, accuracy, memory, and FPS compared to ISDNet."
fctl,isdnet,"FCtL is compared with ISDNet, with WSDNet being mentioned as a replacement for the heavy RAF module, leading to increased inference speed."
wsdnet,raf module,WSDNet removes the heavy RAF module to increase the inference speed.
wsdnet,dwt-iwt paradigm,"WSDNet benefits from the DWT-IWT paradigm, leading to improved performance."
wsdnet,wsl,"WSDNet also benefits from WSL, resulting in further improved performance."
inria aerial,uhr dataset,"Inria Aerial is described as an actual UHR dataset with specific dimensions, making it more convincing to prove superiority."
wsdnet,table 3,Table 3 shows comparisons indicating that WSDNet achieves better balance among all metrics.
urur,uhr datasets,"URUR is described as the most challenging UHR dataset due to ultra-high resolution, rich annotations, and diversity of land cover types."
urur,wsdnet,"WSDNet outperforms existing methods significantly on mIoU and inference speed when tested on URUR dataset, as shown in Table 4."
urur,table 4,"WSDNet outperforms existing methods significantly on mIoU and inference speed when tested on URUR dataset, as shown in Table 4."
urur,all other datasets,"URUR is compared to all other datasets, being described as the most challenging UHR dataset in comparison."
urur,land cover types,"URUR includes ultra-rich fine-grained annotations and diversity of land cover types, making it a challenging dataset."
wsdnet,the baseline type,"Experimental results comparing different downsampling methods show that the baseline type uses ordinary uniform downsampling, leading to insights for improvement."
wsdnet,multi-level cnn module,"Experimental results comparing different downsampling methods show attempts to realize downsampling with a multi-level CNN module, indicating different approaches for processing data."
wsdnet,deformable convolution,"Experimental results comparing different downsampling methods show the use of an adaptive downsampling method based on deformable convolution, showcasing variety in tackling data processing."
dwt-iwt paradigm,wsdnet,The experimental results demonstrate the effectiveness of the DWT-IWT paradigm in improving the performance of WSDNet in the ablation study.
sampling method,deformable convolution,The sampling method is based on deformable convolution.
dwt-iwt paradigm,input,DWT-IWT paradigm preserves higher performance for the input in the deep branch.
generic models,deeplabv3+ [20],Generic Models include DeepLabv3+ [20] in the comparison with state-of-the-arts.
generic models,fcn-8s [18],Generic Models include FCN-8s [18] in the comparison with state-of-the-arts.
generic models,pspnet [19],Generic Models include PSPNet [19] in the comparison with state-of-the-arts.
generic models,bisenetv1 [43],Generic Models include BiseNetV1 [43] in the comparison with state-of-the-arts.
generic models,cascadepsp [35],Generic Models include CascadePSP [35] in the comparison with state-of-the-arts.
generic models,pointrend [46],Generic Models include PointRend [46] in the comparison with state-of-the-arts.
generic models,magnet [47],Generic Models include MagNet [47] in the comparison with state-of-the-arts.
generic models,magnet-fast [47],Generic Models include MagNet-Fast [47] in the comparison with state-of-the-arts.
generic models,isdnet [12],Generic Models include ISDNet [12] in the comparison with state-of-the-arts.
dwt-iwt paradigm,deepbranch,DWT-IWT paradigm achieves the best performance for the input in deep branch.
dwt-iwt paradigm,miou,DWT-IWT paradigm achieves the best performance on mIoU.
dwt-iwt paradigm,inference speed,DWT-IWT paradigm achieves considerable inference speed.
wsl,dwt-iwt paradigm,"WSL is designed to reconstruct original structured context and texture distribution, while DWT-IWT paradigm is integrated to preserve more spatial details in UHR segmentation."
wsl,wavelet smooth loss,"Wavelet Smooth Loss (WSL) is designed to reconstruct original structured context and texture distribution. It is more concise, effective and stable than ordinary super-resolution loss."
urur,ws-dnet,"Furthermore, WS-DNet is proposed to formulate a more efficient framework for UHR segmentation, where DWT-IWT paradigm is integrated to preserve more spatial details."
urur,large-scale dataset,"The paper firstly proposes URUR, a large-scale dataset covering a wide range of scenes with full fine-grained dense annotations."
method,results,The method produces more accurate and detailed results.
results,dotted boxes,The results are indicated by dotted boxes.
experiments,superiority,Extensive experiments show the remarkable superiority of URUR and WSDNet.
image analysis,broadened the field,Ultra-high image analysis has broadened the field of AI and Computer Vision researches.
image analysis,demands and challenges,"Ultra-high image analysis poses extreme demands and challenges for models about accuracy, inference speed, and memory cost."
work,pushes boundaries,Our work pushes the boundaries of Ultra-high image analysis.
dataset,standard benchmark,The URUR dataset builds a new standard UHR benchmark for the community.
urur,complicated wild scene understanding,The design of WSDNet can be generalized to the UHR 'Complicated Wild Scene Understanding'.
method,help research,"Our method can still help the research of natural scenes, from a more holistic and fine-grained perspective."
work,challenges,"Even with these achievements, we realize that our work is not meant to be perfect, and there are still unpredictable challenges in the real world, depending on the specific application forms."
research,support,"This work was supported by the National Key R&D Program of China, Anhui Provincial Natural Science Foundation, JKW Research Funds, NSFC, Shanghai Municipal Science and Technology Major Project, and GPU cluster built by MCC Lab of Information Science."
2021shzdzx0102,gpu cluster,"The project code 2021SHZDZX0102 is being supported by the GPU cluster provided by MCC Lab of Information Science and Technology Institution, USTC."
gpu cluster,mcc lab of information science and technology institution,"The GPU cluster mentioned is built by MCC Lab of Information Science and Technology Institution, USTC."
mcc lab of information science and technology institution,ustc,"The GPU cluster support is provided by MCC Lab of Information Science and Technology Institution, USTC."
